iso3,month,event_count,fatalities,severity_score
SWE,2020-10-01,116,0,116
SWE,2020-11-01,71,0,71
SWE,2020-12-01,51,0,51
SWE,2021-01-01,69,0,69
SWE,2021-02-01,70,0,70
SWE,2021-03-01,102,0,102
SWE,2021-04-01,116,0,116
SWE,2021-05-01,147,0,147
SWE,2021-06-01,110,0,110
SWE,2021-07-01,106,0,106
SWE,2021-08-01,72,0,72
SWE,2021-09-01,114,0,114
SWE,2021-10-01,138,0,138
SWE,2021-11-01,115,0,115
SWE,2021-12-01,93,0,93
SWE,2022-01-01,90,0,90
SWE,2022-02-01,138,0,138
SWE,2022-03-01,178,0,178
SWE,2022-04-01,157,0,157
SWE,2022-05-01,152,0,152
SWE,2022-06-01,92,0,92
SWE,2022-07-01,97,0,97
SWE,2022-08-01,95,0,95
SWE,2022-09-01,147,0,147
SWE,2022-10-01,112,0,112
SWE,2022-11-01,134,0,134
SWE,2022-12-01,115,0,115
SWE,2023-01-01,84,0,84
SWE,2023-02-01,108,0,108
SWE,2023-03-01,129,0,129
SWE,2023-04-01,99,0,99
SWE,2023-05-01,147,0,147
SWE,2023-06-01,107,0,107
SWE,2023-07-01,114,0,114
SWE,2023-08-01,93,0,93
SWE,2023-09-01,180,0,180
SWE,2023-10-01,160,0,160
SWE,2023-11-01,144,0,144
SWE,2023-12-01,92,0,92
SWE,2024-01-01,97,0,97
SWE,2024-02-01,93,0,93
SWE,2024-03-01,151,0,151
SWE,2024-04-01,112,0,112
SWE,2024-05-01,148,0,148
SWE,2024-06-01,74,0,74
SWE,2024-07-01,63,0,63
SWE,2024-08-01,83,0,83
SWE,2024-09-01,104,0,104
SWE,2024-10-01,100,0,100
SWE,2024-11-01,97,0,97
SWE,2024-12-01,76,0,76
SWE,2025-01-01,75,1,76
SWE,2025-02-01,65,0,65
THA,2017-01-01,29,11,40
THA,2017-02-01,55,8,63
THA,2017-03-01,39,25,64
THA,2017-04-01,105,8,113
THA,2017-05-01,40,21,61
THA,2017-06-01,37,27,64
THA,2017-07-01,34,16,50
THA,2017-08-01,41,12,53
THA,2017-09-01,33,10,43
THA,2017-10-01,34,9,43
THA,2017-11-01,30,5,35
THA,2017-12-01,38,10,48
THA,2018-01-01,29,6,35
THA,2018-02-01,59,4,63
THA,2018-03-01,29,4,33
THA,2018-04-01,35,9,44
THA,2018-05-01,110,7,117
THA,2018-06-01,38,14,52
THA,2018-07-01,19,4,23
THA,2018-08-01,36,15,51
THA,2018-09-01,35,14,49
THA,2018-10-01,36,6,42
THA,2018-11-01,29,19,48
THA,2018-12-01,52,15,67
THA,2019-01-01,65,22,87
THA,2019-02-01,53,20,73
THA,2019-03-01,56,12,68
THA,2019-04-01,36,15,51
THA,2019-05-01,51,18,69
THA,2019-06-01,47,13,60
THA,2019-07-01,48,19,67
THA,2019-08-01,44,7,51
THA,2019-09-01,30,6,36
THA,2019-10-01,46,7,53
THA,2019-11-01,48,24,72
THA,2019-12-01,45,11,56
THA,2020-01-01,49,15,64
THA,2020-02-01,70,21,91
THA,2020-03-01,52,15,67
THA,2020-04-01,21,7,28
THA,2020-05-01,24,5,29
THA,2020-06-01,36,4,40
THA,2020-07-01,86,4,90
THA,2020-08-01,127,10,137
THA,2020-09-01,69,4,73
THA,2020-10-01,352,7,359
THA,2020-11-01,121,5,126
THA,2020-12-01,70,7,77
THA,2021-01-01,50,2,52
THA,2021-02-01,111,7,118
THA,2021-03-01,112,9,121
THA,2021-04-01,214,6,220
THA,2021-05-01,141,5,146
THA,2021-06-01,96,6,102
THA,2021-07-01,80,6,86
THA,2021-08-01,142,9,151
THA,2021-09-01,108,5,113
THA,2021-10-01,91,6,97
THA,2021-11-01,62,0,62
THA,2021-12-01,82,5,87
THA,2022-01-01,57,5,62
THA,2022-02-01,51,4,55
THA,2022-03-01,60,3,63
THA,2022-04-01,23,3,26
THA,2022-05-01,38,0,38
THA,2022-06-01,40,0,40
THA,2022-07-01,69,8,77
THA,2022-08-01,84,6,90
THA,2022-09-01,43,3,46
THA,2022-10-01,37,2,39
THA,2022-11-01,61,6,67
THA,2022-12-01,33,3,36
THA,2023-01-01,64,4,68
THA,2023-02-01,55,3,58
THA,2023-03-01,34,3,37
THA,2023-04-01,48,4,52
THA,2023-05-01,64,4,68
THA,2023-06-01,30,5,35
THA,2023-07-01,75,4,79
THA,2023-08-01,55,11,66
THA,2023-09-01,34,1,35
THA,2023-10-01,92,1,93
THA,2023-11-01,32,2,34
THA,2023-12-01,25,15,40
THA,2024-01-01,30,3,33
THA,2024-02-01,64,5,69
THA,2024-03-01,74,5,79
THA,2024-04-01,36,7,43
THA,2024-05-01,44,6,50
THA,2024-06-01,58,5,63
THA,2024-07-01,40,3,43
THA,2024-08-01,32,5,37
THA,2024-09-01,22,0,22
THA,2024-10-01,35,2,37
THA,2024-11-01,32,3,35
THA,2024-12-01,29,6,35
THA,2025-01-01,14,7,21
THA,2025-02-01,22,3,25
TUR,2017-01-01,85,113,198
TUR,2017-02-01,76,81,157
TUR,2017-03-01,152,211,363
TUR,2017-04-01,199,296,495
TUR,2017-05-01,159,328,487
TUR,2017-06-01,120,321,441
TUR,2017-07-01,145,406,551
TUR,2017-08-01,108,317,425
TUR,2017-09-01,150,226,376
TUR,2017-10-01,212,162,374
TUR,2017-11-01,171,155,326
TUR,2017-12-01,183,44,227
TUR,2018-01-01,203,23,226
TUR,2018-02-01,179,45,224
TUR,2018-03-01,229,123,352
TUR,2018-04-01,204,114,318
TUR,2018-05-01,280,58,338
TUR,2018-06-01,310,178,488
TUR,2018-07-01,294,180,474
TUR,2018-08-01,256,132,388
TUR,2018-09-01,292,53,345
TUR,2018-10-01,292,43,335
TUR,2018-11-01,315,35,350
TUR,2018-12-01,231,7,238
TUR,2019-01-01,212,8,220
TUR,2019-02-01,231,0,231
TUR,2019-03-01,414,13,427
TUR,2019-04-01,378,29,407
TUR,2019-05-01,471,71,542
TUR,2019-06-01,301,107,408
TUR,2019-07-01,407,101,508
TUR,2019-08-01,377,59,436
TUR,2019-09-01,582,57,639
TUR,2019-10-01,556,80,636
TUR,2019-11-01,375,20,395
TUR,2019-12-01,429,14,443
TUR,2020-01-01,319,4,323
TUR,2020-02-01,328,2,330
TUR,2020-03-01,329,11,340
TUR,2020-04-01,189,17,206
TUR,2020-05-01,313,50,363
TUR,2020-06-01,444,56,500
TUR,2020-07-01,465,56,521
TUR,2020-08-01,356,26,382
TUR,2020-09-01,458,84,542
TUR,2020-10-01,401,38,439
TUR,2020-11-01,289,13,302
TUR,2020-12-01,394,2,396
TUR,2021-01-01,443,10,453
TUR,2021-02-01,344,1,345
TUR,2021-03-01,400,14,414
TUR,2021-04-01,353,21,374
TUR,2021-05-01,410,23,433
TUR,2021-06-01,418,28,446
TUR,2021-07-01,390,21,411
TUR,2021-08-01,323,31,354
TUR,2021-09-01,345,19,364
TUR,2021-10-01,355,17,372
TUR,2021-11-01,503,10,513
TUR,2021-12-01,472,18,490
TUR,2022-01-01,418,2,420
TUR,2022-02-01,565,22,587
TUR,2022-03-01,567,2,569
TUR,2022-04-01,543,17,560
TUR,2022-05-01,511,21,532
TUR,2022-06-01,495,32,527
TUR,2022-07-01,430,26,456
TUR,2022-08-01,383,26,409
TUR,2022-09-01,421,22,443
TUR,2022-10-01,413,14,427
TUR,2022-11-01,376,22,398
TUR,2022-12-01,439,12,451
TUR,2023-01-01,407,23,430
TUR,2023-02-01,261,7,268
TUR,2023-03-01,397,21,418
TUR,2023-04-01,370,8,378
TUR,2023-05-01,386,26,412
TUR,2023-06-01,376,12,388
TUR,2023-07-01,485,12,497
TUR,2023-08-01,529,16,545
TUR,2023-09-01,526,6,532
TUR,2023-10-01,891,10,901
TUR,2023-11-01,672,2,674
TUR,2023-12-01,787,7,794
TUR,2024-01-01,464,2,466
TUR,2024-02-01,556,3,559
TUR,2024-03-01,612,8,620
TUR,2024-04-01,568,2,570
TUR,2024-05-01,1057,3,1060
TUR,2024-06-01,849,7,856
TUR,2024-07-01,584,10,594
TUR,2024-08-01,526,6,532
TUR,2024-09-01,476,7,483
TUR,2024-10-01,619,7,626
TUR,2024-11-01,503,0,503
TUR,2024-12-01,456,0,456
TUR,2025-01-01,510,0,510
TUR,2025-02-01,380,0,380
USA,2020-01-01,1175,3,1178
USA,2020-02-01,706,5,711
USA,2020-03-01,412,9,421
USA,2020-04-01,587,5,592
USA,2020-05-01,2182,13,2195
USA,2020-06-01,6931,22,6953
USA,2020-07-01,2383,8,2391
USA,2020-08-01,2545,11,2556
USA,2020-09-01,2131,2,2133
USA,2020-10-01,1890,7,1897
USA,2020-11-01,1423,8,1431
USA,2020-12-01,874,10,884
USA,2021-01-01,1364,13,1377
USA,2021-02-01,877,4,881
USA,2021-03-01,1608,20,1628
USA,2021-04-01,1723,18,1741
USA,2021-05-01,1538,14,1552
USA,2021-06-01,1145,18,1163
USA,2021-07-01,1052,2,1054
USA,2021-08-01,1137,7,1144
USA,2021-09-01,961,10,971
USA,2021-10-01,1258,8,1266
USA,2021-11-01,895,15,910
USA,2021-12-01,540,7,547
USA,2022-01-01,895,10,905
USA,2022-02-01,1210,7,1217
USA,2022-03-01,1458,4,1462
USA,2022-04-01,916,4,920
USA,2022-05-01,1576,34,1610
USA,2022-06-01,1772,5,1777
USA,2022-07-01,1054,15,1069
USA,2022-08-01,810,9,819
USA,2022-09-01,1001,4,1005
USA,2022-10-01,1081,8,1089
USA,2022-11-01,796,5,801
USA,2022-12-01,734,0,734
USA,2023-01-01,1040,4,1044
USA,2023-02-01,927,6,933
USA,2023-03-01,1234,9,1243
USA,2023-04-01,1128,1,1129
USA,2023-05-01,1007,11,1018
USA,2023-06-01,1019,6,1025
USA,2023-07-01,890,8,898
USA,2023-08-01,833,11,844
USA,2023-09-01,932,0,932
USA,2023-10-01,1620,3,1623
USA,2023-11-01,1258,5,1263
USA,2023-12-01,837,3,840
USA,2024-01-01,852,3,855
USA,2024-02-01,1069,3,1072
USA,2024-03-01,1031,0,1031
USA,2024-04-01,1408,2,1410
USA,2024-05-01,1446,2,1448
USA,2024-06-01,845,8,853
USA,2024-07-01,679,4,683
USA,2024-08-01,809,2,811
USA,2024-09-01,872,5,877
USA,2024-10-01,1052,0,1052
USA,2024-11-01,705,0,705
USA,2024-12-01,567,6,573
USA,2025-01-01,731,17,748
USA,2025-02-01,1326,0,1326
VNM,2017-01-01,2,0,2
VNM,2017-02-01,7,0,7
VNM,2017-03-01,5,0,5
VNM,2017-04-01,11,0,11
VNM,2017-05-01,3,1,4
VNM,2017-06-01,8,0,8
VNM,2017-07-01,13,1,14
VNM,2017-08-01,2,0,2
VNM,2017-09-01,3,1,4
VNM,2017-11-01,2,0,2
VNM,2017-12-01,3,0,3
VNM,2018-01-01,11,0,11
VNM,2018-02-01,3,0,3
VNM,2018-03-01,4,0,4
VNM,2018-04-01,5,0,5
VNM,2018-05-01,1,0,1
VNM,2018-06-01,11,0,11
VNM,2018-07-01,2,0,2
VNM,2018-08-01,7,2,9
VNM,2018-09-01,4,0,4
VNM,2018-10-01,2,0,2
VNM,2018-11-01,3,0,3
VNM,2018-12-01,7,1,8
VNM,2019-01-01,14,0,14
VNM,2019-02-01,7,0,7
VNM,2019-03-01,5,0,5
VNM,2019-05-01,5,0,5
VNM,2019-06-01,8,1,9
VNM,2019-07-01,2,0,2
VNM,2019-08-01,7,0,7
VNM,2019-09-01,2,0,2
VNM,2019-10-01,5,0,5
VNM,2019-11-01,1,0,1
VNM,2019-12-01,2,0,2
VNM,2020-01-01,3,4,7
VNM,2020-02-01,1,0,1
VNM,2020-03-01,1,0,1
VNM,2020-04-01,3,0,3
VNM,2020-05-01,5,0,5
VNM,2020-06-01,2,0,2
VNM,2020-07-01,1,0,1
VNM,2020-08-01,2,0,2
VNM,2020-09-01,1,0,1
VNM,2020-12-01,1,0,1
VNM,2021-06-01,1,0,1
VNM,2021-07-01,1,0,1
VNM,2021-10-01,1,0,1
VNM,2022-01-01,1,0,1
VNM,2022-02-01,4,0,4
VNM,2022-03-01,2,0,2
VNM,2022-05-01,1,0,1
VNM,2022-07-01,1,0,1
VNM,2022-08-01,1,0,1
VNM,2022-10-01,1,0,1
VNM,2023-01-01,3,0,3
VNM,2023-04-01,2,0,2
VNM,2023-06-01,1,9,10
VNM,2023-09-01,1,1,2
VNM,2023-10-01,10,0,10
VNM,2023-12-01,1,1,2
VNM,2024-02-01,1,0,1
VNM,2024-04-01,1,0,1
VNM,2024-05-01,2,1,3
VNM,2024-07-01,1,0,1
ZAF,2017-01-01,67,13,80
ZAF,2017-02-01,88,7,95
ZAF,2017-03-01,113,20,133
ZAF,2017-04-01,75,8,83
ZAF,2017-05-01,154,6,160
ZAF,2017-06-01,93,4,97
ZAF,2017-07-01,96,17,113
ZAF,2017-08-01,99,9,108
ZAF,2017-09-01,96,14,110
ZAF,2017-10-01,83,8,91
ZAF,2017-11-01,60,9,69
ZAF,2017-12-01,23,2,25
ZAF,2018-01-01,78,8,86
ZAF,2018-02-01,68,3,71
ZAF,2018-03-01,74,6,80
ZAF,2018-04-01,99,14,113
ZAF,2018-05-01,127,9,136
ZAF,2018-06-01,114,11,125
ZAF,2018-07-01,106,18,124
ZAF,2018-08-01,104,16,120
ZAF,2018-09-01,90,5,95
ZAF,2018-10-01,110,8,118
ZAF,2018-11-01,94,2,96
ZAF,2018-12-01,43,14,57
ZAF,2019-01-01,127,22,149
ZAF,2019-02-01,145,17,162
ZAF,2019-03-01,149,9,158
ZAF,2019-04-01,135,11,146
ZAF,2019-05-01,125,19,144
ZAF,2019-06-01,97,9,106
ZAF,2019-07-01,158,21,179
ZAF,2019-08-01,150,23,173
ZAF,2019-09-01,155,18,173
ZAF,2019-10-01,175,16,191
ZAF,2019-11-01,137,12,149
ZAF,2019-12-01,53,22,75
ZAF,2020-01-01,89,14,103
ZAF,2020-02-01,262,16,278
ZAF,2020-03-01,144,12,156
ZAF,2020-04-01,57,19,76
ZAF,2020-05-01,87,12,99
ZAF,2020-06-01,184,11,195
ZAF,2020-07-01,223,20,243
ZAF,2020-08-01,156,24,180
ZAF,2020-09-01,225,19,244
ZAF,2020-10-01,187,14,201
ZAF,2020-11-01,171,11,182
ZAF,2020-12-01,79,11,90
ZAF,2021-01-01,67,14,81
ZAF,2021-02-01,126,27,153
ZAF,2021-03-01,234,21,255
ZAF,2021-04-01,182,32,214
ZAF,2021-05-01,214,31,245
ZAF,2021-06-01,192,10,202
ZAF,2021-07-01,289,75,364
ZAF,2021-08-01,153,19,172
ZAF,2021-09-01,128,29,157
ZAF,2021-10-01,172,24,196
ZAF,2021-11-01,135,31,166
ZAF,2021-12-01,89,16,105
ZAF,2022-01-01,144,27,171
ZAF,2022-02-01,182,35,217
ZAF,2022-03-01,182,14,196
ZAF,2022-04-01,146,29,175
ZAF,2022-05-01,191,15,206
ZAF,2022-06-01,239,38,277
ZAF,2022-07-01,212,29,241
ZAF,2022-08-01,228,28,256
ZAF,2022-09-01,168,30,198
ZAF,2022-10-01,154,19,173
ZAF,2022-11-01,159,16,175
ZAF,2022-12-01,85,16,101
ZAF,2023-01-01,169,26,195
ZAF,2023-02-01,197,30,227
ZAF,2023-03-01,368,13,381
ZAF,2023-04-01,127,28,155
ZAF,2023-05-01,181,20,201
ZAF,2023-06-01,142,27,169
ZAF,2023-07-01,139,26,165
ZAF,2023-08-01,207,37,244
ZAF,2023-09-01,118,19,137
ZAF,2023-10-01,157,27,184
ZAF,2023-11-01,177,28,205
ZAF,2023-12-01,106,34,140
ZAF,2024-01-01,158,53,211
ZAF,2024-02-01,231,29,260
ZAF,2024-03-01,201,23,224
ZAF,2024-04-01,221,21,242
ZAF,2024-05-01,228,13,241
ZAF,2024-06-01,136,19,155
ZAF,2024-07-01,182,26,208
ZAF,2024-08-01,175,25,200
ZAF,2024-09-01,154,19,173
ZAF,2024-10-01,188,16,204
ZAF,2024-11-01,194,21,215
ZAF,2024-12-01,116,18,134
ZAF,2025-01-01,150,20,170
ZAF,2025-02-01,136,17,153
ZWE,2017-01-01,16,0,16
ZWE,2017-02-01,16,0,16
ZWE,2017-03-01,28,0,28
ZWE,2017-04-01,27,2,29
ZWE,2017-05-01,31,0,31
ZWE,2017-06-01,22,1,23
ZWE,2017-07-01,32,2,34
ZWE,2017-08-01,30,0,30
ZWE,2017-09-01,14,0,14
ZWE,2017-10-01,21,0,21
ZWE,2017-11-01,45,4,49
ZWE,2017-12-01,16,0,16
ZWE,2018-01-01,29,1,30
ZWE,2018-02-01,29,2,31
ZWE,2018-03-01,30,0,30
ZWE,2018-04-01,59,0,59
ZWE,2018-05-01,37,0,37
ZWE,2018-06-01,34,6,40
ZWE,2018-07-01,45,0,45
ZWE,2018-08-01,52,8,60
ZWE,2018-09-01,11,4,15
ZWE,2018-10-01,16,3,19
ZWE,2018-11-01,9,0,9
ZWE,2018-12-01,12,3,15
ZWE,2019-01-01,75,22,97
ZWE,2019-02-01,7,2,9
ZWE,2019-03-01,3,0,3
ZWE,2019-04-01,17,4,21
ZWE,2019-05-01,10,0,10
ZWE,2019-06-01,11,0,11
ZWE,2019-07-01,10,2,12
ZWE,2019-08-01,10,2,12
ZWE,2019-09-01,8,0,8
ZWE,2019-10-01,17,3,20
ZWE,2019-11-01,16,1,17
ZWE,2019-12-01,11,6,17
ZWE,2020-01-01,13,1,14
ZWE,2020-02-01,13,1,14
ZWE,2020-03-01,15,1,16
ZWE,2020-04-01,20,0,20
ZWE,2020-05-01,13,0,13
ZWE,2020-06-01,22,0,22
ZWE,2020-07-01,20,3,23
ZWE,2020-08-01,6,1,7
ZWE,2020-09-01,17,10,27
ZWE,2020-10-01,12,1,13
ZWE,2020-11-01,4,2,6
ZWE,2020-12-01,11,1,12
ZWE,2021-01-01,3,1,4
ZWE,2021-02-01,9,2,11
ZWE,2021-03-01,5,1,6
ZWE,2021-04-01,7,0,7
ZWE,2021-05-01,13,3,16
ZWE,2021-06-01,9,0,9
ZWE,2021-07-01,4,0,4
ZWE,2021-08-01,5,1,6
ZWE,2021-09-01,12,3,15
ZWE,2021-10-01,42,4,46
ZWE,2021-11-01,24,4,28
ZWE,2021-12-01,20,6,26
ZWE,2022-01-01,15,2,17
ZWE,2022-02-01,23,2,25
ZWE,2022-03-01,20,3,23
ZWE,2022-04-01,10,4,14
ZWE,2022-05-01,12,0,12
ZWE,2022-06-01,23,3,26
ZWE,2022-07-01,14,4,18
ZWE,2022-08-01,23,4,27
ZWE,2022-09-01,14,1,15
ZWE,2022-10-01,29,7,36
ZWE,2022-11-01,20,2,22
ZWE,2022-12-01,9,1,10
ZWE,2023-01-01,13,4,17
ZWE,2023-02-01,15,2,17
ZWE,2023-03-01,11,3,14
ZWE,2023-04-01,12,4,16
ZWE,2023-05-01,26,5,31
ZWE,2023-06-01,12,3,15
ZWE,2023-07-01,49,8,57
ZWE,2023-08-01,37,1,38
ZWE,2023-09-01,23,2,25
ZWE,2023-10-01,13,3,16
ZWE,2023-11-01,12,1,13
ZWE,2023-12-01,11,4,15
ZWE,2024-01-01,10,3,13
ZWE,2024-02-01,11,2,13
ZWE,2024-03-01,11,4,15
ZWE,2024-04-01,3,1,4
ZWE,2024-05-01,5,0,5
ZWE,2024-06-01,8,3,11
ZWE,2024-07-01,10,2,12
ZWE,2024-08-01,10,1,11
ZWE,2024-09-01,7,0,7
ZWE,2024-10-01,6,0,6
ZWE,2024-11-01,4,1,5
ZWE,2024-12-01,6,2,8
ZWE,2025-01-01,4,2,6
