"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.ref_area","with.region","collection","collection.label","subject","subject.label","database","database.label"
"UNE_TUN1_SEX_AGE_DUR_NB_Q","UNE_TUN1_SEX_AGE_DUR_NB","Unemployment by sex, age and duration, seasonally adjusted series (thousands)","Q","Quarterly","UNE_TUN1_NB","Unemployment, SA (previous ILO definition)","SEX,AGE,DUR",2000,2025,"25/02/2026 07:03:10",202451,73,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","LFS","Labour Force Statistics (LFS)"
"UNE_DEAP_SEX_AGE_RT_A","UNE_DEAP_SEX_AGE_RT","Unemployment rate by sex and age (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE",1947,2025,"25/02/2026 20:23:57",284876,225,,"YI","Annual indicators","UNE","Unemployment","LFS","Labour Force Statistics (LFS)"
"UNE_DEAP_SEX_AGE_RT_Q","UNE_DEAP_SEX_AGE_RT","Unemployment rate by sex and age (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE",1948,2025,"24/02/2026 07:05:22",638540,120,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","LFS","Labour Force Statistics (LFS)"
"UNE_DEAP_SEX_AGE_RT_M","UNE_DEAP_SEX_AGE_RT","Unemployment rate by sex and age (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE",1948,2026,"26/02/2026 07:04:09",387711,86,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","LFS","Labour Force Statistics (LFS)"
"UNE_DEAP_SEX_AGE_EDU_RT_A","UNE_DEAP_SEX_AGE_EDU_RT","Unemployment rate by sex, age and education (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,EDU",1970,2025,"25/02/2026 07:05:32",1291471,204,,"YI","Annual indicators","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_AGE_EDU_RT_Q","UNE_DEAP_SEX_AGE_EDU_RT","Unemployment rate by sex, age and education (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,EDU",1987,2025,"24/02/2026 07:05:22",2448198,100,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_AGE_EDU_RT_M","UNE_DEAP_SEX_AGE_EDU_RT","Unemployment rate by sex, age and education (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,EDU",1990,2026,"14/02/2026 08:03:12",397595,15,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_AGE_GEO_RT_A","UNE_DEAP_SEX_AGE_GEO_RT","Unemployment rate by sex, age and rural / urban areas (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,GEO",1970,2025,"25/02/2026 20:20:13",278304,164,,"YI","Annual indicators","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_AGE_GEO_RT_Q","UNE_DEAP_SEX_AGE_GEO_RT","Unemployment rate by sex, age and rural / urban areas (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,GEO",1987,2025,"21/02/2026 01:19:48",714662,88,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_AGE_GEO_RT_M","UNE_DEAP_SEX_AGE_GEO_RT","Unemployment rate by sex, age and rural / urban areas (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,GEO",2000,2026,"14/02/2026 08:03:12",146744,17,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_AGE_MTS_RT_A","UNE_DEAP_SEX_AGE_MTS_RT","Unemployment rate by sex, age and marital status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,MTS",1970,2025,"25/02/2026 07:05:32",698597,174,,"YI","Annual indicators","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"UNE_DEAP_SEX_AGE_MTS_RT_Q","UNE_DEAP_SEX_AGE_MTS_RT","Unemployment rate by sex, age and marital status (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,MTS",1987,2025,"24/02/2026 07:05:22",791780,79,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"UNE_DEAP_SEX_AGE_DSB_RT_A","UNE_DEAP_SEX_AGE_DSB_RT","Unemployment rate by sex, age and disability status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,AGE,DSB",1996,2025,"14/02/2026 08:09:21",72423,124,,"YI","Annual indicators","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TUNE_SEX_AGE_CBR_RT_A","MST_TUNE_SEX_AGE_CBR_RT","Unemployment rate by sex, age and place of birth (%)","A","Annual","MST_TUNE_RT","Unemployment rate","SEX,AGE,CBR",1990,2024,"03/02/2026 13:23:31",114312,141,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TUNE_SEX_AGE_CCT_RT_A","MST_TUNE_SEX_AGE_CCT_RT","Unemployment rate by sex, age and citizenship (%)","A","Annual","MST_TUNE_RT","Unemployment rate","SEX,AGE,CCT",1991,2024,"03/02/2026 13:23:31",101516,133,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"UNE_DEAP_SEX_EDU_RT_A","UNE_DEAP_SEX_EDU_RT","Unemployment rate by sex and education (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU",1970,2025,"25/02/2026 07:05:32",87765,179,,"YI","Annual indicators","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_RT_Q","UNE_DEAP_SEX_EDU_RT","Unemployment rate by sex and education (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU",1987,2025,"24/02/2026 07:05:22",229540,99,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_RT_M","UNE_DEAP_SEX_EDU_RT","Unemployment rate by sex and education (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU",1990,2026,"14/02/2026 08:03:12",47202,15,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_GEO_RT_A","UNE_DEAP_SEX_EDU_GEO_RT","Unemployment rate by sex, education and rural / urban areas (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU,GEO",1970,2025,"16/02/2026 19:40:09",201831,145,,"YI","Annual indicators","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_GEO_RT_Q","UNE_DEAP_SEX_EDU_GEO_RT","Unemployment rate by sex, education and rural / urban areas (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU,GEO",1987,2025,"16/02/2026 19:30:53",213837,83,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_MTS_RT_A","UNE_DEAP_SEX_EDU_MTS_RT","Unemployment rate by sex, education and marital status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU,MTS",1970,2025,"25/02/2026 07:05:32",530155,172,,"YI","Annual indicators","UNE","Unemployment","EMI","Education and Mismatch Indicators (EMI)"
"UNE_DEAP_SEX_EDU_DSB_RT_A","UNE_DEAP_SEX_EDU_DSB_RT","Unemployment rate by sex, education and disability status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,EDU,DSB",1996,2025,"14/02/2026 08:09:21",42532,123,,"YI","Annual indicators","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TUNE_SEX_EDU_CBR_RT_A","MST_TUNE_SEX_EDU_CBR_RT","Unemployment rate by sex, education and place of birth (%)","A","Annual","MST_TUNE_RT","Unemployment rate","SEX,EDU,CBR",1990,2024,"03/02/2026 13:23:31",61881,129,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TUNE_SEX_EDU_CCT_RT_A","MST_TUNE_SEX_EDU_CCT_RT","Unemployment rate by sex, education and citizenship (%)","A","Annual","MST_TUNE_RT","Unemployment rate","SEX,EDU,CCT",1991,2024,"03/02/2026 13:23:31",55626,121,,"ILMS","International labour migration statistics (ILMS)","MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"UNE_DEAP_SEX_GEO_RT_A","UNE_DEAP_SEX_GEO_RT","Unemployment rate by sex and rural / urban areas (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO",1970,2025,"16/02/2026 19:38:01",17348,146,,"YI","Annual indicators","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_GEO_RT_Q","UNE_DEAP_SEX_GEO_RT","Unemployment rate by sex and rural / urban areas (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO",1987,2025,"20/02/2026 23:00:37",45482,86,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_GEO_RT_M","UNE_DEAP_SEX_GEO_RT","Unemployment rate by sex and rural / urban areas (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO",2000,2026,"14/02/2026 08:03:12",15798,12,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_GEO_MTS_RT_A","UNE_DEAP_SEX_GEO_MTS_RT","Unemployment rate by sex, rural / urban area and marital status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO,MTS",1970,2025,"16/02/2026 19:38:01",102053,141,,"YI","Annual indicators","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_GEO_MTS_RT_Q","UNE_DEAP_SEX_GEO_MTS_RT","Unemployment rate by sex, rural / urban area and marital status (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO,MTS",1987,2025,"16/02/2026 19:29:22",173298,59,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"UNE_DEAP_SEX_GEO_DSB_RT_A","UNE_DEAP_SEX_GEO_DSB_RT","Unemployment rate by sex, rural / urban areas and disability status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO,DSB",1996,2025,"14/02/2026 08:09:21",22837,104,,"YI","Annual indicators","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEAP_SEX_GEO_DSB_RT_Q","UNE_DEAP_SEX_GEO_DSB_RT","Unemployment rate by sex, rural / urban areas and disability status (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,GEO,DSB",2009,2025,"14/02/2026 08:06:21",11278,20,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEAP_SEX_MTS_RT_A","UNE_DEAP_SEX_MTS_RT","Unemployment rate by sex and marital status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,MTS",1970,2025,"25/02/2026 07:05:32",47325,174,,"YI","Annual indicators","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"UNE_DEAP_SEX_MTS_RT_Q","UNE_DEAP_SEX_MTS_RT","Unemployment rate by sex and marital status (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,MTS",1987,2025,"24/02/2026 07:05:22",96537,79,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"UNE_DEAP_SEX_MTS_RT_M","UNE_DEAP_SEX_MTS_RT","Unemployment rate by sex and marital status (%)","M","Monthly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,MTS",1994,2026,"14/02/2026 08:03:12",27567,15,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"UNE_DEAP_SEX_DSB_RT_A","UNE_DEAP_SEX_DSB_RT","Unemployment rate by sex and disability status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,DSB",1996,2025,"14/02/2026 08:09:21",8944,135,,"YI","Annual indicators","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEAP_SEX_MTS_DSB_RT_A","UNE_DEAP_SEX_MTS_DSB_RT","Unemployment rate by sex, marital status and disability status (%)","A","Annual","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,MTS,DSB",1996,2025,"14/02/2026 08:09:21",72132,124,,"YI","Annual indicators","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEAP_SEX_MTS_DSB_RT_Q","UNE_DEAP_SEX_MTS_DSB_RT","Unemployment rate by sex, marital status and disability status (%)","Q","Quarterly","UNE_DEAP_RT","Unemployment rate (previous ILO definition)","SEX,MTS,DSB",2005,2025,"14/02/2026 08:06:21",14256,24,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEA1_SEX_AGE_RT_Q","UNE_DEA1_SEX_AGE_RT","Unemployment rate by sex and age, seasonally adjusted series (%)","Q","Quarterly","UNE_DEA1_RT","Unemployment rate, SA (previous ILO definition)","SEX,AGE",1953,2025,"25/02/2026 07:03:10",89847,71,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"UNE_DEA1_SEX_AGE_RT_M","UNE_DEA1_SEX_AGE_RT","Unemployment rate by sex and age, seasonally adjusted series (%)","M","Monthly","UNE_DEA1_RT","Unemployment rate, SA (previous ILO definition)","SEX,AGE",1953,2026,"26/02/2026 07:04:09",179555,40,,"STI","Short-term labour force indicators (STLFS)","UNE","Unemployment","DLMI","Disability Labour Market Indicators (DLMI)"
"GED_XLU1_SEX_HHT_CHL_RT_A","GED_XLU1_SEX_HHT_CHL_RT","Prime-age unemployment rate by sex, household type and presence of children (%)","A","Annual","GED_XLU1_RT","Prime-age unemployment rate (previous ILO definition)","SEX,HHT,CHL",2000,2025,"19/01/2026 19:39:20",149893,150,,"YI","Annual indicators","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"GED_XLU1_SEX_HHT_GEO_RT_A","GED_XLU1_SEX_HHT_GEO_RT","Prime-age unemployment rate by sex, household type and rural / urban areas (%)","A","Annual","GED_XLU1_RT","Prime-age unemployment rate (previous ILO definition)","SEX,HHT,GEO",2000,2025,"19/01/2026 19:39:20",55939,120,,"YI","Annual indicators","UNE","Unemployment","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU2_SEX_AGE_RT_A","LUU_XLU2_SEX_AGE_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE",1955,2025,"25/02/2026 20:22:00",84656,166,,"YI","Annual indicators","LUU","Other measures of labour underutilization","LFS","Labour Force Statistics (LFS)"
"LUU_XLU2_SEX_AGE_RT_Q","LUU_XLU2_SEX_AGE_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE",1955,2025,"24/02/2026 07:05:22",239607,96,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","LFS","Labour Force Statistics (LFS)"
"LUU_XLU2_SEX_AGE_RT_M","LUU_XLU2_SEX_AGE_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and age (%)","M","Monthly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE",1955,2026,"14/02/2026 08:03:12",20907,19,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","LFS","Labour Force Statistics (LFS)"
"LUU_XLU2_SEX_AGE_EDU_RT_A","LUU_XLU2_SEX_AGE_EDU_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and education (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,EDU",1991,2025,"25/02/2026 07:05:32",215370,145,,"YI","Annual indicators","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_AGE_EDU_RT_Q","LUU_XLU2_SEX_AGE_EDU_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and education (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,EDU",1994,2025,"24/02/2026 07:05:22",619338,89,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_AGE_GEO_RT_A","LUU_XLU2_SEX_AGE_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and rural / urban areas (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,GEO",1996,2025,"16/02/2026 19:38:01",108391,117,,"YI","Annual indicators","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_AGE_GEO_RT_Q","LUU_XLU2_SEX_AGE_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and rural / urban areas (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,GEO",1998,2025,"16/02/2026 19:30:53",317794,77,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_AGE_MTS_RT_A","LUU_XLU2_SEX_AGE_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and marital status (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,MTS",1991,2025,"25/02/2026 07:05:32",122892,141,,"YI","Annual indicators","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU2_SEX_AGE_MTS_RT_Q","LUU_XLU2_SEX_AGE_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, age and marital status (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,AGE,MTS",1994,2025,"24/02/2026 07:05:22",232320,67,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU2_SEX_EDU_RT_A","LUU_XLU2_SEX_EDU_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and education (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU",1991,2025,"25/02/2026 07:05:32",63759,145,,"YI","Annual indicators","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_EDU_RT_Q","LUU_XLU2_SEX_EDU_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and education (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU",1994,2025,"24/02/2026 07:05:22",75290,89,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_EDU_GEO_RT_A","LUU_XLU2_SEX_EDU_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, education and rural / urban areas (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU,GEO",1996,2025,"16/02/2026 19:38:01",62604,116,,"YI","Annual indicators","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_EDU_GEO_RT_Q","LUU_XLU2_SEX_EDU_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, education and rural / urban areas (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU,GEO",1998,2025,"16/02/2026 19:30:53",180877,77,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_EDU_MTS_RT_A","LUU_XLU2_SEX_EDU_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, education and marital status (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU,MTS",1991,2025,"25/02/2026 07:05:32",71187,139,,"YI","Annual indicators","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_EDU_MTS_RT_Q","LUU_XLU2_SEX_EDU_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, education and marital status (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,EDU,MTS",1994,2025,"24/02/2026 07:05:22",133239,65,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","EMI","Education and Mismatch Indicators (EMI)"
"LUU_XLU2_SEX_GEO_RT_A","LUU_XLU2_SEX_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and rural / urban areas (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,GEO",1996,2025,"16/02/2026 19:38:01",12139,117,,"YI","Annual indicators","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_GEO_RT_Q","LUU_XLU2_SEX_GEO_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and rural / urban areas (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,GEO",1998,2025,"16/02/2026 19:30:53",36228,77,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_GEO_MTS_RT_A","LUU_XLU2_SEX_GEO_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, rural / urban area and marital status (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,GEO,MTS",1996,2025,"16/02/2026 19:38:01",33516,114,,"YI","Annual indicators","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_GEO_MTS_RT_Q","LUU_XLU2_SEX_GEO_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex, rural / urban area and marital status (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,GEO,MTS",1999,2025,"16/02/2026 19:28:22",49333,51,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"LUU_XLU2_SEX_MTS_RT_A","LUU_XLU2_SEX_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and marital status (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,MTS",1991,2025,"25/02/2026 07:05:32",30913,141,,"YI","Annual indicators","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU2_SEX_MTS_RT_Q","LUU_XLU2_SEX_MTS_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and marital status (%)","Q","Quarterly","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,MTS",1994,2025,"24/02/2026 07:05:22",26651,67,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU2_SEX_DSB_RT_A","LUU_XLU2_SEX_DSB_RT","Combined rate of time-related underemployment and unemployment (LU2) by sex and disability status (%)","A","Annual","LUU_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment (previous ILO definition)","SEX,DSB",1996,2025,"14/02/2026 08:09:21",6771,94,,"YI","Annual indicators","LUU","Other measures of labour underutilization","DLMI","Disability Labour Market Indicators (DLMI)"
"GED_XLU2_SEX_HHT_CHL_RT_A","GED_XLU2_SEX_HHT_CHL_RT","Prime-age combined rate of time-related underemployment and unemployment (LU2) by sex, household type and presence of children (%)","A","Annual","GED_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment for persons ages 25 to 54 (previous ILO definition)","SEX,HHT,CHL",2000,2025,"18/01/2026 15:21:15",115165,112,,"YI","Annual indicators","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"GED_XLU2_SEX_HHT_GEO_RT_A","GED_XLU2_SEX_HHT_GEO_RT","Prime-age combined rate of time-related underemployment and unemployment (LU2) by sex, household type and rural / urban areas (%)","A","Annual","GED_XLU2_RT","LU2: Combined rate of time-related underemployment and unemployment for persons ages 25 to 54 (previous ILO definition)","SEX,HHT,GEO",2000,2025,"16/12/2025 16:04:37",45093,89,,"YI","Annual indicators","LUU","Other measures of labour underutilization","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"LUU_XLU3_SEX_AGE_RT_A","LUU_XLU3_SEX_AGE_RT","Combined rate of unemployment and potential labour force (LU3) by sex and age (%)","A","Annual","LUU_XLU3_RT","LU3: Combined rate of unemployment and potential labour force (previous ILO definition)","SEX,AGE",1976,2025,"25/02/2026 07:05:32",82628,165,,"YI","Annual indicators","LUU","Other measures of labour underutilization","LFS","Labour Force Statistics (LFS)"
"LUU_XLU3_SEX_AGE_RT_Q","LUU_XLU3_SEX_AGE_RT","Combined rate of unemployment and potential labour force (LU3) by sex and age (%)","Q","Quarterly","LUU_XLU3_RT","LU3: Combined rate of unemployment and potential labour force (previous ILO definition)","SEX,AGE",1976,2025,"24/02/2026 07:05:22",240054,91,,"STI","Short-term labour force indicators (STLFS)","LUU","Other measures of labour underutilization","LFS","Labour Force Statistics (LFS)"
