disruption_type,url_count,url_bucket
protests,1,1
tariffs,1,1
protests,1,1
tariffs,1,1
flood,1,1
tariffs,1,1
tariffs,18,6+
flood,1,1
protests,1,1
flood,1,1
protests,2,2-3
flood,6,6+
tariffs,1,1
tariffs,1,1
tariffs,2,2-3
tariffs,10,6+
flood,1,1
protests,6,6+
protests,1,1
labour_strike,1,1
earthquake,1,1
tariffs,1,1
protests,2,2-3
protests,4,4-5
earthquake,1,1
flood,1,1
tariffs,1,1
flood,8,6+
country_relations,1,1
cyclone_hurricane,1,1
protests,1,1
flood,1,1
tariffs,1,1
protests,1,1
earthquake,12,6+
country_relations,1,1
cyclone_hurricane,1,1
country_relations,1,1
protests,1,1
flood,1,1
flood,1,1
country_relations,1,1
tariffs,1,1
tariffs,1,1
cyclone_hurricane,4,4-5
flood,1,1
trade_embargo,3,2-3
tariffs,1,1
flood,1,1
trade_embargo,6,6+
protests,1,1
labour_strike,1,1
flood,1,1
country_relations,1,1
labour_strike,1,1
flood,1,1
trade_embargo,1,1
labour_strike,1,1
cyclone_hurricane,1,1
drought,1,1
protests,1,1
cyclone_hurricane,1,1
country_relations,1,1
cyclone_hurricane,1,1
flood,1,1
cyclone_hurricane,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
country_relations,5,4-5
cyclone_hurricane,1,1
extreme_heat,1,1
labour_strike,2,2-3
flood,1,1
labour_strike,1,1
country_relations,5,4-5
trade_embargo,1,1
flood,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
protests,1,1
country_relations,2,2-3
labour_strike,1,1
trade_embargo,1,1
protests,1,1
cyclone_hurricane,1,1
protests,1,1
extreme_heat,1,1
trade_embargo,1,1
flood,1,1
cyclone_hurricane,2,2-3
country_relations,11,6+
trade_embargo,1,1
country_relations,1,1
country_relations,9,6+
flood,1,1
flood,1,1
flood,3,2-3
protests,1,1
tariffs,1,1
trade_embargo,1,1
protests,2,2-3
protests,1,1
cyclone_hurricane,1,1
country_relations,1,1
flood,2,2-3
flood,1,1
country_relations,1,1
protests,1,1
flood,1,1
protests,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,36,6+
country_relations,1,1
trade_embargo,1,1
protests,2,2-3
protests,2,2-3
country_relations,1,1
flood,1,1
drought,1,1
extreme_heat,1,1
flood,1,1
country_relations,3,2-3
labour_strike,1,1
protests,1,1
trade_embargo,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
cyclone_hurricane,1,1
tariffs,1,1
country_relations,1,1
cyclone_hurricane,1,1
flood,1,1
trade_embargo,1,1
flood,1,1
cyclone_hurricane,1,1
protests,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
cyclone_hurricane,1,1
trade_embargo,1,1
protests,1,1
flood,1,1
country_relations,1,1
country_relations,4,4-5
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,1,1
protests,1,1
tariffs,1,1
mine_accident,4,4-5
country_relations,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
drought,1,1
country_relations,1,1
trade_embargo,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
earthquake,1,1
trade_embargo,1,1
tariffs,1,1
protests,1,1
earthquake,1,1
labour_strike,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
trade_embargo,2,2-3
protests,1,1
country_relations,1,1
labour_strike,1,1
trade_embargo,1,1
country_relations,4,4-5
country_relations,1,1
trade_embargo,1,1
country_relations,3,2-3
country_relations,1,1
extreme_heat,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
tariffs,1,1
country_relations,1,1
tariffs,1,1
country_relations,1,1
extreme_heat,1,1
protests,3,2-3
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
protests,1,1
labour_strike,1,1
tariffs,2,2-3
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
cyclone_hurricane,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
trade_embargo,5,4-5
unknown,1,1
unknown,1,1
protests,1,1
cyclone_hurricane,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
trade_embargo,1,1
unknown,1,1
country_relations,2,2-3
unknown,3,2-3
unknown,1,1
protests,1,1
protests,1,1
unknown,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
tariffs,4,4-5
unknown,1,1
protests,1,1
unknown,1,1
labour_strike,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
drought,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,2,2-3
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
flood,1,1
protests,1,1
flood,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
tariffs,1,1
unknown,1,1
trade_embargo,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
labour_strike,1,1
country_relations,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
protests,1,1
protests,1,1
drought,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
country_relations,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,2,2-3
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
flood,1,1
protests,1,1
tariffs,1,1
cyclone_hurricane,1,1
earthquake,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
protests,1,1
tariffs,17,6+
tariffs,6,6+
cyclone_hurricane,1,1
cyclone_hurricane,1,1
tariffs,1,1
tariffs,3,2-3
tariffs,1,1
labour_strike,1,1
protests,6,6+
earthquake,13,6+
trade_embargo,1,1
protests,6,6+
tariffs,3,2-3
tariffs,1,1
flood,2,2-3
flood,1,1
tariffs,14,6+
protests,1,1
flood,1,1
flood,1,1
country_relations,1,1
country_relations,12,6+
trade_embargo,6,6+
protests,8,6+
tariffs,1,1
protests,1,1
flood,3,2-3
cyclone_hurricane,1,1
labour_strike,2,2-3
tariffs,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
protests,1,1
flood,1,1
flood,1,1
tariffs,1,1
protests,4,4-5
protests,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
flood,1,1
flood,1,1
country_relations,1,1
protests,1,1
earthquake,1,1
labour_strike,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
flood,1,1
country_relations,39,6+
country_relations,1,1
country_relations,7,6+
labour_strike,1,1
cyclone_hurricane,1,1
flood,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,1,1
flood,1,1
cyclone_hurricane,1,1
country_relations,1,1
labour_strike,1,1
tariffs,1,1
country_relations,8,6+
cyclone_hurricane,1,1
country_relations,1,1
flood,3,2-3
country_relations,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
tariffs,1,1
labour_strike,1,1
tariffs,1,1
trade_embargo,2,2-3
flood,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
labour_strike,2,2-3
country_relations,1,1
tariffs,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
flood,2,2-3
country_relations,2,2-3
flood,1,1
country_relations,4,4-5
cyclone_hurricane,1,1
flood,1,1
labour_strike,2,2-3
country_relations,1,1
trade_embargo,5,4-5
country_relations,1,1
flood,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
protests,1,1
country_relations,1,1
country_relations,3,2-3
country_relations,1,1
country_relations,1,1
cyclone_hurricane,1,1
labour_strike,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
labour_strike,1,1
trade_embargo,1,1
trade_embargo,1,1
country_relations,25,6+
country_relations,7,6+
cyclone_hurricane,1,1
country_relations,1,1
labour_strike,1,1
labour_strike,1,1
protests,1,1
protests,1,1
cyclone_hurricane,4,4-5
flood,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
cyclone_hurricane,2,2-3
protests,1,1
labour_strike,1,1
labour_strike,1,1
labour_strike,1,1
country_relations,1,1
flood,1,1
protests,1,1
tariffs,1,1
cyclone_hurricane,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
tariffs,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,2,2-3
extreme_heat,2,2-3
country_relations,1,1
country_relations,1,1
drought,1,1
earthquake,1,1
country_relations,1,1
flood,1,1
flood,2,2-3
country_relations,1,1
cyclone_hurricane,1,1
protests,1,1
cyclone_hurricane,1,1
flood,1,1
labour_strike,1,1
protests,1,1
tariffs,1,1
country_relations,1,1
country_relations,5,4-5
flood,1,1
cyclone_hurricane,1,1
protests,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
protests,1,1
trade_embargo,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
protests,1,1
country_relations,3,2-3
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
protests,1,1
country_relations,1,1
unknown,1,1
flood,1,1
trade_embargo,1,1
protests,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,5,4-5
tariffs,1,1
unknown,1,1
unknown,1,1
protests,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
trade_embargo,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
drought,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
country_relations,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
country_relations,2,2-3
drought,2,2-3
country_relations,1,1
unknown,1,1
unknown,2,2-3
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
drought,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
country_relations,1,1
protests,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
mine_accident,1,1
country_relations,1,1
protests,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
country_relations,1,1
trade_embargo,1,1
protests,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
trade_embargo,1,1
trade_embargo,1,1
unknown,1,1
trade_embargo,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
unknown,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
protests,1,1
flood,1,1
tariffs,1,1
tariffs,1,1
protests,1,1
cyclone_hurricane,1,1
protests,1,1
tariffs,1,1
tariffs,29,6+
tariffs,1,1
tariffs,1,1
labour_strike,1,1
tariffs,6,6+
flood,1,1
protests,1,1
flood,1,1
flood,1,1
protests,2,2-3
tariffs,1,1
protests,1,1
tariffs,5,4-5
tariffs,1,1
protests,16,6+
protests,5,4-5
flood,1,1
protests,1,1
flood,1,1
country_relations,1,1
flood,1,1
tariffs,1,1
tariffs,1,1
protests,1,1
protests,1,1
labour_strike,1,1
protests,1,1
trade_embargo,6,6+
tariffs,1,1
protests,1,1
tariffs,1,1
labour_strike,7,6+
protests,1,1
labour_strike,7,6+
tariffs,1,1
tariffs,1,1
tariffs,1,1
protests,5,4-5
country_relations,1,1
protests,1,1
protests,1,1
labour_strike,1,1
country_relations,20,6+
protests,1,1
flood,1,1
country_relations,1,1
flood,1,1
protests,1,1
cyclone_hurricane,1,1
protests,1,1
labour_strike,1,1
trade_embargo,1,1
country_relations,1,1
cyclone_hurricane,1,1
tariffs,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
labour_strike,1,1
labour_strike,1,1
tariffs,2,2-3
protests,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
labour_strike,1,1
flood,2,2-3
country_relations,3,2-3
country_relations,1,1
flood,1,1
country_relations,1,1
flood,2,2-3
country_relations,1,1
country_relations,1,1
extreme_heat,1,1
country_relations,6,6+
country_relations,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
drought,1,1
country_relations,4,4-5
protests,2,2-3
country_relations,1,1
protests,1,1
country_relations,1,1
trade_embargo,1,1
cyclone_hurricane,1,1
tariffs,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
drought,1,1
country_relations,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
trade_embargo,5,4-5
tariffs,1,1
protests,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,8,6+
cyclone_hurricane,1,1
protests,1,1
tariffs,1,1
tariffs,1,1
tariffs,1,1
cyclone_hurricane,1,1
extreme_heat,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
country_relations,4,4-5
country_relations,1,1
country_relations,1,1
country_relations,1,1
tariffs,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
tariffs,1,1
tariffs,1,1
labour_strike,1,1
country_relations,1,1
labour_strike,1,1
cyclone_hurricane,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
tariffs,1,1
country_relations,3,2-3
protests,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
protests,1,1
protests,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,2,2-3
protests,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
cyclone_hurricane,1,1
country_relations,1,1
cyclone_hurricane,1,1
protests,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
country_relations,8,6+
protests,1,1
country_relations,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,1,1
cyclone_hurricane,1,1
protests,1,1
cyclone_hurricane,1,1
country_relations,7,6+
country_relations,1,1
protests,1,1
cyclone_hurricane,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
tariffs,1,1
tariffs,1,1
labour_strike,1,1
trade_embargo,1,1
labour_strike,1,1
country_relations,1,1
cyclone_hurricane,1,1
flood,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,2,2-3
flood,1,1
trade_embargo,1,1
protests,1,1
tariffs,1,1
trade_embargo,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
tariffs,1,1
country_relations,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
cyclone_hurricane,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
extreme_heat,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
labour_strike,1,1
country_relations,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
drought,1,1
trade_embargo,1,1
unknown,1,1
earthquake,3,2-3
labour_strike,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
drought,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
drought,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
cyclone_hurricane,1,1
drought,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,2,2-3
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
drought,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
cyclone_hurricane,1,1
protests,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
flood,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,2,2-3
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
flood,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
trade_embargo,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
protests,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
trade_embargo,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
earthquake,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
labour_strike,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
country_relations,2,2-3
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
country_relations,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
unknown,1,1
tariffs,1,1
flood,1,1
tariffs,1,1
protests,1,1
tariffs,1,1
protests,1,1
tariffs,1,1
tariffs,22,6+
tariffs,1,1
tariffs,1,1
protests,1,1
labour_strike,1,1
tariffs,1,1
tariffs,4,4-5
flood,2,2-3
tariffs,1,1
labour_strike,5,4-5
extreme_heat,1,1
protests,3,2-3
drought,1,1
tariffs,12,6+
protests,1,1
protests,1,1
country_relations,1,1
tariffs,1,1
protests,3,2-3
tariffs,1,1
protests,2,2-3
tariffs,1,1
flood,1,1
protests,1,1
protests,3,2-3
cyclone_hurricane,1,1
tariffs,1,1
protests,1,1
drought,1,1
tariffs,1,1
cyclone_hurricane,1,1
protests,1,1
protests,1,1
country_relations,1,1
protests,4,4-5
tariffs,1,1
protests,1,1
protests,1,1
country_relations,1,1
flood,1,1
extreme_heat,9,6+
protests,1,1
labour_strike,1,1
extreme_heat,1,1
protests,2,2-3
extreme_heat,1,1
protests,1,1
trade_embargo,21,6+
labour_strike,1,1
extreme_heat,1,1
extreme_heat,1,1
protests,1,1
protests,1,1
protests,1,1
extreme_heat,2,2-3
labour_strike,1,1
country_relations,1,1
cyclone_hurricane,1,1
country_relations,8,6+
cyclone_hurricane,1,1
country_relations,1,1
cyclone_hurricane,1,1
tariffs,1,1
extreme_heat,1,1
extreme_heat,1,1
cyclone_hurricane,1,1
extreme_heat,1,1
protests,1,1
country_relations,2,2-3
protests,1,1
protests,1,1
drought,1,1
cyclone_hurricane,1,1
flood,1,1
protests,1,1
country_relations,1,1
country_relations,1,1
extreme_heat,1,1
tariffs,1,1
extreme_heat,1,1
trade_embargo,1,1
extreme_heat,1,1
flood,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
protests,1,1
tariffs,1,1
country_relations,2,2-3
country_relations,1,1
flood,1,1
country_relations,6,6+
country_relations,1,1
extreme_heat,2,2-3
country_relations,1,1
protests,1,1
country_relations,1,1
protests,1,1
extreme_heat,1,1
trade_embargo,5,4-5
tariffs,1,1
protests,1,1
country_relations,1,1
protests,1,1
extreme_heat,4,4-5
country_relations,1,1
protests,1,1
country_relations,1,1
drought,1,1
trade_embargo,2,2-3
country_relations,1,1
country_relations,1,1
country_relations,11,6+
country_relations,1,1
protests,1,1
extreme_heat,1,1
extreme_heat,2,2-3
labour_strike,1,1
cyclone_hurricane,1,1
trade_embargo,1,1
protests,1,1
protests,1,1
country_relations,1,1
extreme_heat,1,1
country_relations,1,1
country_relations,5,4-5
extreme_heat,1,1
protests,1,1
country_relations,4,4-5
protests,1,1
protests,1,1
tariffs,2,2-3
country_relations,1,1
flood,1,1
cyclone_hurricane,1,1
country_relations,1,1
protests,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,6,6+
trade_embargo,7,6+
protests,1,1
mine_accident,1,1
extreme_heat,1,1
tariffs,1,1
protests,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,8,6+
protests,1,1
country_relations,1,1
earthquake,3,2-3
country_relations,1,1
trade_embargo,1,1
country_relations,1,1
protests,1,1
country_relations,2,2-3
flood,1,1
extreme_heat,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
labour_strike,1,1
country_relations,1,1
country_relations,1,1
flood,1,1
tariffs,1,1
trade_embargo,1,1
country_relations,1,1
cyclone_hurricane,1,1
cyclone_hurricane,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
labour_strike,1,1
protests,1,1
protests,1,1
country_relations,1,1
earthquake,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
protests,1,1
country_relations,1,1
protests,1,1
tariffs,1,1
country_relations,1,1
country_relations,1,1
country_relations,1,1
trade_embargo,1,1
