globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149201709,20240101,20240101104500,0831,083,08,2,10,1,10,2.47787610619469,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20240101104500,https://www.princegeorgecitizen.com/world-news/denmarks-queen-margrethe-ii-to-step-down-from-throne-on-jan-14-8043336,https://www.princegeorgecitizen.com/world-news/denmarks-queen-margrethe-ii-to-step-down-from-throne-on-jan-14-8043336,,,403,bad_status_or_empty:403
1149201712,20240101,20240101104500,051,051,05,1,10,1,10,3.40909090909091,United States,US,US,,39.828175,-98.5795,US,20240101104500,http://theindianawaaz.com/isro-launches-x-ray-polarimeter-satellite-to-study-black-holes-and-neutron-stars-in-galaxy/,http://theindianawaaz.com/isro-launches-x-ray-polarimeter-satellite-to-study-black-holes-and-neutron-stars-in-galaxy/,ISRO launches X-ray Polarimeter Satellite to study black holes and neutron stars in galaxy – The Indian Awaaz,,200,
1149201713,20240101,20240101104500,055,055,05,1,10,1,10,-3.07692307692308,,,,,,,,20240101104500,https://www.brightonandhovenews.org/2024/01/01/charging-point-set-to-move-to-avoid-plague-of-bins/,https://www.brightonandhovenews.org/2024/01/01/charging-point-set-to-move-to-avoid-plague-of-bins/,Charging point set to move to avoid plague of bins – Brighton and Hove News,A charging point is set to be moved after being repeatedly blocked by bins. The parking bay in College Place,200,
1149201720,20240101,20240101104500,036,036,03,1,2,1,2,5.27859237536657,Antarctica,AY,AY,,-85.6221,32.3438,AY,20240101104500,https://menafn.com/1107673658/Iqbal-Khan-Wishes-To-Travel-Antarctica-In-2024,https://menafn.com/1107673658/Iqbal-Khan-Wishes-To-Travel-Antarctica-In-2024,Iqbal Khan Wishes To Travel Antarctica In 2024,"Iqbal Khan Wishes To Travel Antarctica In 2024. Mumbai, Jan 1 (IANS) Actor Mohammed Iqbal Khan has revealed his plans for the year 2024, and shared that he is planning a trip to Antarctica, saying he feels exploring fresh territory is exhilarating",200,
1149201722,20240101,20240101104500,120,120,12,3,3,1,3,-2.22222222222222,"Crimea, Krym, Avtonomna Respublika, Ukraine",UP,UP11,28553,45,34,-1043950,20240101104500,https://eaworldview.com/2024/01/ukraine-war-zelenskiy-ukrainians-are-stronger/,https://eaworldview.com/2024/01/ukraine-war-zelenskiy-ukrainians-are-stronger/,"Ukraine War, Day 677: Zelenskiy's New Year Message - ""Ukrainians Are Stronger"" - EA WorldView","In New Year's message, Ukraine President Volodymyr Zelenskiy assures that ""Ukrainians have become stronger"" as they have resisted Russia's 22-month invasion",200,
1149201729,20240101,20240101104500,020,020,02,1,1,1,1,-6.4030131826742,"South China Sea, Brunei (general), Brunei",BX,BX00,,15,115,-1337919,20240101104500,https://alkhaleejtoday.co/international/5820574/UK-defense-secretary-says-British-forces-will-repel-Houthi-attacks.html,https://alkhaleejtoday.co/international/5820574/UK-defense-secretary-says-British-forces-will-repel-Houthi-attacks.html,UK defense secretary says British forces will repel Houthi attacks,"LONDON — UK Defense Secretary Grant Shapps has said British forces are ready to act against Houthi rebels that target cargo ships in the Red Sea.In a newspaper article, he said the UK was &quot;willing...",200,
1149201731,20240101,20240101104500,111,111,11,3,5,1,5,0,"Stoke-On-Trent, Stoke-on-Trent, United Kingdom",UK,UKN4,40131,53,-2.18333,-2608811,20240101104500,https://biztoc.com/x/a6a7d2ee92d8b886,https://biztoc.com/x/a6a7d2ee92d8b886,,,403,bad_status_or_empty:403
1149201734,20240101,20240101104500,017,017,01,1,10,1,10,2.46913580246914,United Kingdom,UK,UK,,54,-4,UK,20240101104500,https://biztoc.com/x/5e450b5de11b3d55,https://biztoc.com/x/5e450b5de11b3d55,,,403,bad_status_or_empty:403
1149201748,20240101,20240101104500,015,015,01,1,10,1,10,-2.40549828178694,"Lalitpur, Nepal (general), Nepal",NP,NP00,22353,27.6766,85.3142,-1022454,20240101104500,https://myrepublica.nagariknetwork.com/news/home-ministry-admits-of-weakness-in-balkumari-incident/,https://myrepublica.nagariknetwork.com/news/home-ministry-admits-of-weakness-in-balkumari-incident/,"Home ministry acknowledges weakness in Balkumari incident - myRepublica - The New York Times Partner, Latest news of Nepal in English, Latest News Articles
 | Republica","Nepal’s trusted English news portal and The New York Times partner, delivering the latest news, analysis, and opinions on politics, business, society, and more.",200,
1149201749,20240101,20240101104500,020,020,02,1,6,1,6,-0.31746031746032,"Rawalpindi, Punjab, Pakistan",PK,PK04,23674,33.6,73.0667,-2772585,20240101104500,https://tribune.com.pk/story/2451761/candidates-brace-for-legal-battles,https://tribune.com.pk/story/2451761/candidates-brace-for-legal-battles,Candidates brace for legal battles,Chart out plans to submit appeals against rejection of nomination papers,200,
1149201750,20240101,20240101104500,020,020,02,1,1,1,1,-2.46609124537608,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,20240101104500,https://rightwingnews.com/column-2/obamas-cloud-based-transparency/,https://rightwingnews.com/column-2/obamas-cloud-based-transparency/,Obama’s Cloud-Based Transparency – John Hawkins' Right Wing News,,200,
1149201760,20240101,20240101104500,013,013,01,1,10,1,10,-4.13223140495868,Russia,RS,RS,,60,100,RS,20240101104500,https://www.thestandard.com.hk/breaking-news/section/6/211956/Far-eastern-Russia-on-,https://www.thestandard.com.hk/breaking-news/section/6/211956/Far-eastern-Russia-on-,Far-eastern Russia on 'alert' over tsunami risk,"Russia's Sakhalin Island and the Pacific city of Vladivostok were on ""alert"" Monday to a possible tsunami risk after a major earthquake in Japan. The alerts came after the powerful 7.5 earthquake in Japan prompted tsunami warnings, with Japanese authorities urging people to move to higher ground. Sakhalin is an elongated island north of Japan and Vladivostok is Russia's main Pacific city. Authorities in Sakhalin said the island's west coast could be affected by tsunami waves, but stressed they would not cause a major threat to life on the island and did not order evacuations. Emergency services called on people",200,
1149201769,20240101,20240101104500,051,051,05,1,5,1,5,11.3207547169812,"Kaduna State, Kaduna, Nigeria",NI,NI23,191100,10.3333,7.75,-2014091,20240101104500,https://leadership.ng/tinubu-celebrates-governor-uba-sani-at-53/,https://leadership.ng/tinubu-celebrates-governor-uba-sani-at-53/,,,403,bad_status_or_empty:403
1149201791,20240101,20240101104500,192,192,19,4,1,1,1,-2.71966527196653,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101104500,https://news.slashdot.org/story/24/01/01/0241243/2023-will-be-remembered-as-the-year-climate-change-arrived,https://news.slashdot.org/story/24/01/01/0241243/2023-will-be-remembered-as-the-year-climate-change-arrived,2023 Will Be Remembered as the Year Climate Change Arrived - Slashdot,"This summer 80 million Americans were experiencing 105-degree heat.  And tonight the Washington Post identifies what was unique about 2023's weather:  ""the heat's all-consuming relentlessness. 

""It went day by day, continent by continent, until people all over the map, whether in the Amazon or the ...",200,
1149201813,20240101,20240101104500,110,110,11,3,4,1,4,1.21739130434782,Ireland,EI,EI,,53,-8,EI,20240101104500,https://www.agriland.ie/farming-news/xmas-national-peatland-centre-to-share-research-with-farmers/,https://www.agriland.ie/farming-news/xmas-national-peatland-centre-to-share-research-with-farmers/,,,403,bad_status_or_empty:403
1149201819,20240101,20240101104500,042,042,04,1,2,1,2,4.47761194029851,Ireland,EI,EI,,53,-8,EI,20240101104500,https://www.longfordleader.ie/news/home/1382581/st-josephs-pupils-visit-abbott-longford-to-turn-on-christmas-lights-and-sing-carols.html,https://www.longfordleader.ie/news/home/1382581/st-josephs-pupils-visit-abbott-longford-to-turn-on-christmas-lights-and-sing-carols.html,St Joseph’s pupils visit Abbott Longford to turn on Christmas lights and sing carols - Longford Live,Pupils from St Joseph’s National School visited Abbott’s diagnostics business in Longford to turn on the Christmas lights and sing carols. St Joseph...,200,
1149201823,20240101,20240101104500,010,010,01,1,2,1,2,-5.07246376811594,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20240101104500,https://sana.sy/en/?p=322912,https://sana.sy/en/?p=322912,,,0,exception:ConnectTimeout
1149201831,20240101,20240101104500,012,012,01,1,2,1,2,3.40909090909091,Denmark,DA,DA,,56,10,DA,20240101104500,https://www.dawn.com/news/1802103,https://www.dawn.com/news/1802103,,,403,bad_status_or_empty:403
1149201854,20240101,20240101104500,010,010,01,1,4,1,4,-3.7037037037037,"Hyogo, Hokkaido, Japan",JA,JA12,34371,43.3667,144.433,-229940,20240101104500,https://en.trend.az/world/3844552.html,https://en.trend.az/world/3844552.html,Japan issues tsunami warning after 7.4 magnitude earthquake - Trend.Az,,200,
1149201871,20240101,20240101104500,110,110,11,3,5,1,5,3.48258706467661,Kenya,KE,KE,,1,38,KE,20240101104500,https://kenyan-post.com/2024/01/i-will-not-support-raila-odingas-presidential-bid-in-2027-kalonzo-musyoka-says-it-is-time-jakom-supports-his-bid/,https://kenyan-post.com/2024/01/i-will-not-support-raila-odingas-presidential-bid-in-2027-kalonzo-musyoka-says-it-is-time-jakom-supports-his-bid/,,,404,bad_status_or_empty:404
1149201882,20240101,20240101104500,083,083,08,2,10,1,10,-4.53074433656958,,,,,,,,20240101104500,https://menafn.com/1107673484/Kerala-LDF-To-Observe-Strike-Over-Governors-Delay-In-Signing-Land-Assignment-Amendment-Bill,https://menafn.com/1107673484/Kerala-LDF-To-Observe-Strike-Over-Governors-Delay-In-Signing-Land-Assignment-Amendment-Bill,Kerala: LDF To Observe Strike Over Governor's Delay In Signing Land Assignment Amendment Bill,Kerala: LDF To Observe Strike Over Governor's Delay In Signing Land Assignment Amendment Bill. Thiruvananthapuram: The LDF (Left Democratic Front) has announced to openly conduct a strike against Governor Arif Mohammed Khan's delay in giving consent to the Land Assignment Amendment Bill passed,200,
1149201886,20240101,20240101104500,010,010,01,1,5,1,5,-4.51306413301662,"Kiev, Ukraine (general), Ukraine",UP,UP00,28554,50.4333,30.5167,-1044367,20240101104500,https://www.infowars.com/posts/ukrainian-men-finding-it-harder-to-leave-country-media/,https://www.infowars.com/posts/ukrainian-men-finding-it-harder-to-leave-country-media/,,,403,bad_status_or_empty:403
1149201891,20240101,20240101104500,190,190,19,4,10,1,10,-5.55555555555556,,,,,,,,20240101104500,https://nation.africa/kenya/news/120-journalists-and-media-workers-were-killed-in-2023-ifj-says--4479252,https://nation.africa/kenya/news/120-journalists-and-media-workers-were-killed-in-2023-ifj-says--4479252,,,403,bad_status_or_empty:403
1149201899,20240101,20240101104500,020,020,02,1,5,1,5,-10.2639296187684,Pakistan,PK,PK,,30,70,PK,20240101104500,https://www.dhakatribune.com/world/335500/will-the-world-see-more-wars-or-unrest-in-2024,https://www.dhakatribune.com/world/335500/will-the-world-see-more-wars-or-unrest-in-2024,Will the world see more wars or unrest in 2024?,"Sadly, 2023 has been a violent one on the global stage. War broke out between Israel and Hamas in Gaza, leading to the deaths of thousands of Palestinians and hundreds of Israelis, including many children on both sides. And the bitter war between Russia and Ukraine continued...",200,
1149201900,20240101,20240101104500,130,130,13,3,10,1,10,-0.46082949308756,,,,,,,,20240101104500,https://www.dailyexcelsior.com/jk-around-50-armado-vehicles-to-give-more-teeth-to-indian-army/,https://www.dailyexcelsior.com/jk-around-50-armado-vehicles-to-give-more-teeth-to-indian-army/,J&K | Around 50 Armado Vehicles To Give More Teeth To Indian Army - Daily Excelsior,"Jammu, Jan 1: Around 50 more advanced Armado vehicles will give more teeth to the Indian Army to fight terrorism in Jammu and Kashmir. “In view of the recent attacks on army vehicles in Rajouri and Poonch districts along the Line of Control (LOC), nearly 50 more advanced bullet-proof vehicles have been sanctioned,” official sources added. They said the introduction of advanced armado vehicles will help the soldiers eliminate the terrorists hiding in the forest. “With an increase in the […]",200,
1149201901,20240101,20240101104500,010,010,01,1,10,1,10,1.88356164383561,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20240101104500,https://www.tickerreport.com/banking-finance/11512580/arrow-electronics-inc-nysearw-given-average-rating-of-hold-by-analysts.html,https://www.tickerreport.com/banking-finance/11512580/arrow-electronics-inc-nysearw-given-average-rating-of-hold-by-analysts.html,,,404,bad_status_or_empty:404
1149201903,20240101,20240101104500,010,010,01,1,10,1,10,2.08333333333334,,,,,,,,20240101104500,https://www.tickerreport.com/banking-finance/11512600/analysts-set-pfizer-inc-nysepfe-pt-at-40-35.html,https://www.tickerreport.com/banking-finance/11512600/analysts-set-pfizer-inc-nysepfe-pt-at-40-35.html,,,404,bad_status_or_empty:404
1149201909,20240101,20240101104500,010,010,01,1,4,1,4,2.05655526992288,"Ipoh, Perak, Malaysia",MY,MY07,18585,4.5841,101.083,-2403538,20240101104500,https://www.thestar.com.my/news/nation/2024/01/01/hamdan-sedated-members-of-senario-ask-fans-to-pray-for-his-recovery,https://www.thestar.com.my/news/nation/2024/01/01/hamdan-sedated-members-of-senario-ask-fans-to-pray-for-his-recovery,"Hamdan sedated, members of Senario ask fans to pray for his recovery | The Star","JOHOR BAHRU: Members of a comedian group, Senario, have requested their fans to pray for the recovery of their colleague, Hamdan Ramli who is hospitalised and sedated at the Sultanah Aminah Hospital (HSA) here due to suspected kidney complications.",200,
1149201917,20240101,20240101104500,080,080,08,2,6,1,6,0.452488687782799,"Gombe State, Gombe, Nigeria",NI,NI55,22658,10.25,11.1667,9098619,20240101104500,https://punchng.com/gombe-gov-pardons-39-inmates/,https://punchng.com/gombe-gov-pardons-39-inmates/,Gombe gov pardons 39 inmates,"No fewer than 39 convicted inmates across custodial centers in Gombe State have been pardoned; 26 are to be released unconditionally, while 13 others' terms have been shortened.",200,
1149201929,20240101,20240101104500,173,173,17,4,1,1,1,-4.6875,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,20240101104500,https://myrepublica.nagariknetwork.com/news/sc-seeks-detailed-report-of-patan-high-court-s-order-to-send-rayamajhi-and-pandey-to-jail/,https://myrepublica.nagariknetwork.com/news/sc-seeks-detailed-report-of-patan-high-court-s-order-to-send-rayamajhi-and-pandey-to-jail/,"SC seeks detailed report of Patan High Court's order to send Rayamajhi and Pandey to jail - myRepublica - The New York Times Partner, Latest news of Nepal in English, Latest News Articles
 | Republica","Nepal’s trusted English news portal and The New York Times partner, delivering the latest news, analysis, and opinions on politics, business, society, and more.",200,
1149201967,20240101,20240101104500,051,051,05,1,20,1,10,-3.55029585798817,"Metro Manila, Philippines (general), Philippines",RP,RP00,24210,14.5833,121,-2439768,20240101104500,https://www.khaleejtimes.com/world/asia/philippines-2-dead-231-injured-in-new-year-fireworks-related-cases,https://www.khaleejtimes.com/world/asia/philippines-2-dead-231-injured-in-new-year-fireworks-related-cases,"Philippines: 2 dead, 231 injured in New Year fireworks, celebrations  | Khaleej Times",Victims range between 11 months to 76 years old,200,
1149201969,20240101,20240101104500,110,110,11,3,4,1,4,-3.97111913357401,Philippines,RP,RP,,13,122,RP,20240101104500,https://interaksyon.philstar.com/trends-spotlights/2024/01/01/267841/perils-of-ai-journalist-raises-alarm-over-deep-fake-newscast-spreading-online/,https://interaksyon.philstar.com/trends-spotlights/2024/01/01/267841/perils-of-ai-journalist-raises-alarm-over-deep-fake-newscast-spreading-online/,'Perils of AI': Journalist raises alarm over deep fake newscast spreading online,"A Filipino journalist spoke out against falling victim to Deep Fake technology, an AI-powered software creating manipulated videos. On December 24, CNN",200,
1149202019,20240101,20240101104500,192,192,19,4,1,1,1,-2.77264325323475,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20240101104500,"https://www.thestandard.com.hk/breaking-news/section/6/211945/Zelenskiy-speaks-of-war,-Putin-makes-passing-reference-in-contrasting-New-Year-speeches","https://www.thestandard.com.hk/breaking-news/section/6/211945/Zelenskiy-speaks-of-war,-Putin-makes-passing-reference-in-contrasting-New-Year-speeches","Zelenskiy speaks of war, Putin makes passing reference in contrasting New Year speeches","Ukraine President Volodymyr Zelenskiy honored his people's resilience in times of bloodshed in a long and lyrical New Year speech, while Russian leader Vladimir Putin stressed his country's unity in a short and stern message that made only passing reference to the war. The speeches - traditional Dec. 31 messages in both Russia and Ukraine - came as both countries marked the end of the year with increased air attacks on each other's territories. But neither side can point to any major frontline achievements in 2023. ""The major result of the year, its main achievement: Ukraine has become stronger,"" Zelenskiy",200,
1149202033,20240101,20240101104500,112,112,11,3,1,1,1,-3.50877192982456,"Khartoum, Al Khartum, Sudan",SU,SU29,37069,15.5881,32.5342,-1987,20240101104500,https://www.marketscreener.com/news/latest/Six-killed-in-disputed-region-bordering-Sudan-South-Sudan-45654355/,https://www.marketscreener.com/news/latest/Six-killed-in-disputed-region-bordering-Sudan-South-Sudan-45654355/,"Six killed in disputed region bordering Sudan, South Sudan | MarketScreener","Six people including a senior local administrator were killed in an ambush by armed men in the Abyei region claimed by both Sudan and South Sudan, local officials said....
     -January 01, 2024 at 04:39 am EST
- MarketScreener",200,
1149202036,20240101,20240101104500,013,013,01,1,5,1,5,-2.0997375328084,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,20240101104500,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/TSMC-gets-pulled-into-Taiwan-election-fray-at-VP-debate-45654350/,https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/TSMC-gets-pulled-into-Taiwan-election-fray-at-VP-debate-45654350/,TSMC gets pulled into Taiwan election fray at VP debate | MarketScreener,"Taiwanese chipmaker TSMC
was dragged into the election campaigning fray on
Monday as vice presidential candidates argued over the company's
overseas investments and whether tensions with China made...",200,
1149202064,20240101,20240101104500,010,010,01,1,10,1,10,9.76095617529883,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20240101104500,https://www.tickerreport.com/banking-finance/11512588/head-to-head-review-austin-gold-nyseaust-corvus-gold-otcmktscorvf.html,https://www.tickerreport.com/banking-finance/11512588/head-to-head-review-austin-gold-nyseaust-corvus-gold-otcmktscorvf.html,,,404,bad_status_or_empty:404
1149202066,20240101,20240101104500,012,012,01,1,10,1,10,-1.80878552971577,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20240101104500,https://nebraskaexaminer.com/2024/01/01/calendar-turn-to-2024-brings-elections-work-to-be-done/,https://nebraskaexaminer.com/2024/01/01/calendar-turn-to-2024-brings-elections-work-to-be-done/,,,403,bad_status_or_empty:403
1149202076,20240101,20240101104500,051,051,05,1,2,1,2,1.4569536423841,"Spokane, Washington, United States",US,USWA,WA063,47.6588,-117.426,1512683,20240101104500,https://www.spokesman.com/stories/2024/jan/01/owner-of-wishing-tree-books-works-to-bring-literat/,https://www.spokesman.com/stories/2024/jan/01/owner-of-wishing-tree-books-works-to-bring-literat/,Owner of Wishing Tree Books works to bring literature to all communities,"When Janelle Smith worked at the Children’s Corner bookstore and Auntie’s Bookstore, she enjoyed finding the right books for customers.",200,
1149202129,20240101,20240101104500,193,193,19,4,5,1,5,-2.88888888888889,United States,US,US,,39.828175,-98.5795,US,20240101104500,https://www.infowars.com/posts/legacy-media-complains-social-media-platforms-arent-censoring-deepfakes-enough-ahead-of-2024-elections/,https://www.infowars.com/posts/legacy-media-complains-social-media-platforms-arent-censoring-deepfakes-enough-ahead-of-2024-elections/,,,403,bad_status_or_empty:403
1149202159,20240101,20240101104500,112,112,11,3,10,1,10,-3.79146919431279,Zimbabwe,ZI,ZI,,-19,29,ZI,20240101104500,https://bulawayo24.com/news/national/238824,https://bulawayo24.com/news/national/238824,Zimbabwe govt blames land shortage on failure to build schools -  Bulawayo24 News,"GOVERNMENT says it has failed to meet its target to build more schools to ensure quality learning because of land shortage, but critics said authorities were no...",200,
1149202632,20230101,20240101110000,010,010,01,1,4,1,4,-3.39805825242718,"Odesa, Odes'ka Oblast, Ukraine",UP,UP17,28558,46.4639,30.7386,-1049092,20240101110000,https://www.thenationalnews.com/world/europe/2024/01/01/ukraine-plans-to-produce-more-of-its-weapons-in-2024/,https://www.thenationalnews.com/world/europe/2024/01/01/ukraine-plans-to-produce-more-of-its-weapons-in-2024/,Ukraine plans to produce more of its weapons in 2024 | The National,Russia vows to intensify strikes as war nears second anniversary,200,
1149202637,20231225,20240101110000,020,020,02,1,10,1,10,1.82054616384915,"Limassol, Limassol, Cyprus",CY,CY05,14809,34.675,33.0333,-2738495,20240101110000,https://www.news.cyprus-property-buyers.com/2024/01/01/affordable-housing-units-to-bring-down-prices-and-rents/id=00168247,https://www.news.cyprus-property-buyers.com/2024/01/01/affordable-housing-units-to-bring-down-prices-and-rents/id=00168247,,,0,exception:SSLError
1149202642,20240101,20240101110000,190,190,19,4,4,1,4,-4.32098765432099,"Maslin Beach, South Australia, Australia",AS,AS05,5296,-35.2259,138.48,11430602,20240101110000,https://www.travelmole.com/news/teenager-killed-in-south-australia-shark-attack/,https://www.travelmole.com/news/teenager-killed-in-south-australia-shark-attack/,Teenager killed in South Australia shark attack - TravelMole,"A teenager has been killed in a shark attack on a popular Australia beach. The 15-year old was attacked near Ethel Beach in the Innes National Park in South Australia. He was identified as Khai Cowley, a talented local surfer. “Sadly, the body of a 15-year-old boy from Maslin Beach was recovered from the water,”...",200,
1149202644,20240101,20240101110000,042,042,04,1,5,1,5,-5.40540540540541,Laos,LA,LA,,18,105,LA,20240101110000,https://www.bangkokpost.com/thailand/general/2716251,https://www.bangkokpost.com/thailand/general/2716251,Bangkok Post - Malaysian drug 'kingpin' cuffed in Laos,"The Office of Narcotics Control Board (ONCB) on Monday announced the arrest of a Malaysian drug dealer, and major member of transnational drug syndicates, who had been wanted on an arrest warrant issued by the Criminal Court since August.",200,
1149202645,20240101,20240101110000,030,030,03,1,10,1,10,7.83289817232376,India,IN,IN,,20,77,IN,20240101110000,https://www.thestatesman.com/india/president-vp-rahul-extend-new-year-greetings-to-bharat-1503255109.html,https://www.thestatesman.com/india/president-vp-rahul-extend-new-year-greetings-to-bharat-1503255109.html,,,403,bad_status_or_empty:403
1149202648,20240101,20240101110000,043,043,04,1,10,1,10,2.29226361031519,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20240101110000,https://www.iol.co.za/travel/world/north-america/celebs-behaving-badly-hugh-jackman-told-off-for-going-too-close-to-rockefeller-center-christmas-tree-717c2fc5-deff-4204-ace9-eaf3012c0ac2,https://www.iol.co.za/travel/world/north-america/celebs-behaving-badly-hugh-jackman-told-off-for-going-too-close-to-rockefeller-center-christmas-tree-717c2fc5-deff-4204-ace9-eaf3012c0ac2,,,403,bad_status_or_empty:403
1149202649,20240101,20240101110000,020,020,02,1,10,1,10,0.44943820224719,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20240101110000,https://www.tivysideadvertiser.co.uk/news/24020582.eluned-morgan-backing-vaughan-gethings-welsh-labour-leadership-bid/,https://www.tivysideadvertiser.co.uk/news/24020582.eluned-morgan-backing-vaughan-gethings-welsh-labour-leadership-bid/,Eluned Morgan is backing Vaughan Gething's Welsh Labour leadership bid | Tivyside Advertiser,MS ELUNED Morgan has explained why she is backing Vaughan Gething in the Welsh Labour leadership race after Mark Drakeford announced he will be…,200,
1149202650,20240101,20240101110000,040,040,04,1,1,1,1,3.58974358974359,"Glasgow, Glasgow City, United Kingdom",UK,UKV2,40176,55.8333,-4.25,-2597039,20240101110000,https://insiderzim.com/britain-still-keen-to-invest-in-zimbabwe/,https://insiderzim.com/britain-still-keen-to-invest-in-zimbabwe/,Britain still keen to invest in Zimbabwe | The Insider,"Britain is working with the government of Zimbabwe to create an enabling market environment that will attract British investment in clean renewable energy, its undersecretary in the Foreign, Commonwealth and Development Office, Vicky Ford told Parliament this week. She was responding to a question from Ruth Jones who wanted to know whether her office had",200,
1149202652,20240101,20240101110000,042,042,04,1,10,1,10,-1.03806228373702,Denmark,DA,DA,,56,10,DA,20240101110000,https://www.caughtoffside.com/2024/01/01/newcastle-are-leading-the-race-to-sign-60m-rated-premier-league-star/,https://www.caughtoffside.com/2024/01/01/newcastle-are-leading-the-race-to-sign-60m-rated-premier-league-star/,Newcastle are leading the race to sign £60m rated Premier League star | CaughtOffside,Newcastle United are looking to make adjustments to their squad this month and highly-rated Premier League defender is on their shortlist.,200,
1149202653,20240101,20240101110000,046,046,04,1,10,1,8,0.68965517241379,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20240101110000,https://www.teamtalk.com/tottenham-hotspur/shock-laliga-pacesetters-looking-lure-standout-spurs-star-deal-would-leave-postecoglou-reeling,https://www.teamtalk.com/tottenham-hotspur/shock-laliga-pacesetters-looking-lure-standout-spurs-star-deal-would-leave-postecoglou-reeling,Shock LaLiga pacesetters looking to lure standout Tottenham star in deal that would leave Postecoglou reeling,"Tottenham reportedly have a fight on their hands to keep one of Ange Postecoglou's most trusted stars, with high-flying Spanish side Girona eyeing a shock January raid on north London.",200,
1149202655,20240101,20240101110000,042,042,04,1,3,1,3,2.22222222222223,"Apia, Samoa (general), Samoa",WS,WS00,25301,-13.8333,-171.733,-1307163,20240101110000,https://pina.com.fj/2021/07/27/samoa-turns-fresh-political-page-as-new-government-takes-over/?doing_wp_cron=1704105982.7762949466705322265625,https://pina.com.fj/2021/07/27/samoa-turns-fresh-political-page-as-new-government-takes-over/?doing_wp_cron=1704105982.7762949466705322265625,Samoa turns fresh political page as new Government takes over | PINA,,200,
1149202657,20240101,20240101110000,111,111,11,3,3,1,3,-7.88716177317214,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20240101110000,https://www.nytimes.com/2024/01/01/us/george-floyd-elijah-mcclain-police-brutality-black-lives-matter-trials-civil-rights.html,https://www.nytimes.com/2024/01/01/us/george-floyd-elijah-mcclain-police-brutality-black-lives-matter-trials-civil-rights.html,,,403,bad_status_or_empty:403
1149202659,20240101,20240101110000,042,042,04,1,10,1,10,1.7910447761194,,,,,,,,20240101110000,https://www.thestatesman.com/india/invitations-only-to-devotees-of-lord-ram-ram-temple-chief-priest-on-uddhav-thackeray-remarks-1503255124.html,https://www.thestatesman.com/india/invitations-only-to-devotees-of-lord-ram-ram-temple-chief-priest-on-uddhav-thackeray-remarks-1503255124.html,,,403,bad_status_or_empty:403
1149202660,20240101,20240101110000,190,190,19,4,8,1,8,-1.25,"Dublin, Dublin, Ireland",EI,EI07,18288,53.3331,-6.24889,-1502554,20240101110000,https://www.independent.ie/world-news/world-rings-in-new-year-with-fireworks-and-jubilation-but-wars-still-rage/a2108257529.html,https://www.independent.ie/world-news/world-rings-in-new-year-with-fireworks-and-jubilation-but-wars-still-rage/a2108257529.html,World rings in New Year with fireworks and jubilation but wars still rage | Irish Independent,The world welcomed 2024 with a mix of celebration and sombre reflection.,200,
1149202668,20240101,20240101110000,042,042,04,1,4,1,4,-1.84931506849315,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21,-534433,20240101110000,https://polishforums.com/life/poland-getting-pretty-tired-postal-service-49553/2/,https://polishforums.com/life/poland-getting-pretty-tired-postal-service-49553/2/,Getting pretty tired of the postal service here in Poland - page 2,,200,
1149202670,20240101,20240101110000,0841,084,08,2,2,1,2,2.73109243697479,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20240101110000,https://www.arkansasonline.com/news/2024/jan/01/denmark-queen-to-end-52-year-rule/,https://www.arkansasonline.com/news/2024/jan/01/denmark-queen-to-end-52-year-rule/,Denmark queen to end 52-year rule | The Arkansas Democrat-Gazette - Arkansas' Best News Source,"STOCKHOLM, Sweden -- Denmark's Queen Margrethe II announced Sunday that she plans to abdicate after 52 years and hand over the throne to her son, Crown Prince Frederik.",200,
